iteration,style_loss,content_loss,total_loss,inference_time,ssim,psnr,lpips
0,891.6681,2.6973762e-10,891.6681,222.58901596069336,0.9994812,60.99237597633924,0.0029444335959851
1,888.9328817666667,0.1653402469355051,889.0982220133333,222.73247003555295,0.9976976441666666,60.85017259291211,0.004645164834025
2,886.1976635333333,0.3306804936012727,886.5283440266667,222.8759241104126,0.9959140883333332,60.707969209484986,0.0063458960720648
3,883.4624453,0.4960207402670403,883.95846604,223.01937818527225,0.9941305325,60.565765826057856,0.0080466273101046
4,880.7272270666666,0.6613609869328078,881.3885880533334,223.16283226013184,0.9923469766666666,60.423562442630725,0.0097473585481445
5,877.9920088333333,0.8267012335985753,878.8187100666667,223.30628633499143,0.9905634208333332,60.2813590592036,0.0114480897861843
6,875.2567905999999,0.9920414802643428,876.2488320799999,223.44974040985107,0.988779865,60.13915567577647,0.0131488210242241
7,872.5215723666666,1.1573817269301103,873.6789540933333,223.5931944847107,0.9869963091666666,59.99695229234935,0.0148495522622639
8,869.7863541333334,1.322721973595878,871.1090761066666,223.7366485595703,0.9852127533333332,59.85474890892222,0.0165502835003038
9,867.0511359,1.4880622202616456,868.53919812,223.88010263442996,0.9834291975,59.71254552549509,0.0182510147383436
10,864.3159176666667,1.653402466927413,865.9693201333333,224.02355670928955,0.9816456416666668,59.570342142067965,0.0199517459763834
11,861.5806994333333,1.8187427135931808,863.3994421466666,224.1670107841492,0.9798620858333332,59.428138758640834,0.0216524772144233
12,858.8454812,1.9840829602589485,860.82956416,224.3104648590088,0.97807853,59.2859353752137,0.0233532084524631
13,856.1102629666666,2.149423206924716,858.2596861733333,224.4539189338684,0.9762949741666668,59.14373199178658,0.0250539396905029
14,853.3750447333333,2.314763453590483,855.6898081866666,224.59737300872803,0.9745114183333332,59.00152860835945,0.0267546709285428
15,850.6398265,2.480103700256251,853.1199302,224.74082708358765,0.9727278625,58.85932522493232,0.0284554021665826
16,847.9046082666666,2.6454439469220183,850.5500522133333,224.8842811584473,0.9709443066666666,58.7171218415052,0.0301561334046224
17,845.1693900333333,2.8107841935877858,847.9801742266667,225.02773523330688,0.9691607508333332,58.57491845807807,0.0318568646426623
18,842.4341718,2.9761244402535536,845.41029624,225.1711893081665,0.967377195,58.43271507465094,0.0335575958807021
19,839.6989535666667,3.141464686919321,842.8404182533333,225.31464338302607,0.9655936391666666,58.29051169122381,0.0352583271187419
20,836.9637353333333,3.3068049335850884,840.2705402666667,225.4580974578857,0.9638100833333332,58.14830830779668,0.0369590583567818
21,834.2285171,3.4721451802508563,837.70066228,225.60155153274536,0.9620265275,58.00610492436956,0.0386597895948216
22,831.4932988666667,3.637485426916624,835.1307842933334,225.74500560760495,0.9602429716666666,57.86390154094243,0.0403605208328614
23,828.7580806333333,3.802825673582391,832.5609063066667,225.8884596824646,0.9584594158333332,57.7216981575153,0.0420612520709012
24,826.0228624,3.968165920248159,829.9910283199999,226.03191375732425,0.95667586,57.579494774088175,0.0437619833089411
25,823.2876441666666,4.133506166913927,827.4211503333333,226.17536783218384,0.9548923041666666,57.437291390661045,0.0454627145469809
26,820.5524259333333,4.298846413579694,824.8512723466666,226.31882190704343,0.9531087483333333,57.29508800723392,0.0471634457850207
27,817.8172076999999,4.464186660245462,822.2813943599999,226.46227598190308,0.9513251925,57.15288462380679,0.0488641770230606
28,815.0819894666666,4.629526906911229,819.7115163733333,226.6057300567627,0.9495416366666668,57.01068124037966,0.0505649082611004
29,812.3467712333334,4.794867153576997,817.1416383866666,226.74918413162231,0.9477580808333332,56.86847785695253,0.0522656394991402
30,809.611553,4.960207400242765,814.5717604,226.89263820648196,0.945974525,56.72627447352541,0.0539663707371801
31,806.8763347666667,5.125547646908532,812.0018824133333,227.03609228134155,0.9441909691666668,56.58407109009828,0.0556671019752199
32,804.1411165333333,5.2908878935743,809.4320044266667,227.1795463562012,0.9424074133333332,56.44186770667115,0.0573678332132597
33,801.4058983,5.456228140240067,806.86212644,227.3230004310608,0.9406238575,56.29966432324402,0.0590685644512996
34,798.6706800666666,5.621568386905834,804.2922484533333,227.4664545059204,0.9388403016666668,56.15746093981689,0.0607692956893394
35,795.9354618333333,5.786908633571602,801.7223704666667,227.60990858078003,0.9370567458333332,56.01525755638977,0.0624700269273792
36,793.2002436,5.95224888023737,799.15249248,227.75336265563965,0.93527319,55.87305417296264,0.0641707581654191
37,790.4650253666666,6.1175891269031375,796.5826144933333,227.89681673049927,0.9334896341666666,55.73085078953551,0.0658714894034589
38,787.7298071333333,6.282929373568905,794.0127365066667,228.0402708053589,0.9317060783333332,55.58864740610839,0.0675722206414987
39,784.9945888999999,6.448269620234672,791.44285852,228.1837248802185,0.9299225225,55.446444022681256,0.0692729518795386
40,782.2593706666667,6.61360986690044,788.8729805333334,228.32717895507807,0.9281389666666666,55.304240639254125,0.0709736831175784
41,779.5241524333333,6.778950113566207,786.3031025466667,228.47063302993772,0.9263554108333332,55.162037255827,0.0726744143556182
42,776.7889342,6.944290360231975,783.7332245599999,228.61408710479736,0.924571855,55.01983387239987,0.0743751455936581
43,774.0537159666667,7.109630606897743,781.1633465733333,228.75754117965695,0.9227882991666666,54.87763048897274,0.0760758768316979
44,771.3184977333333,7.27497085356351,778.5934685866666,228.9009952545166,0.9210047433333332,54.73542710554562,0.0777766080697377
45,768.5832795,7.440311100229278,776.0235906,229.04444932937625,0.9192211875,54.59322372211849,0.0794773393077775
46,765.8480612666666,7.605651346895045,773.4537126133333,229.18790340423584,0.9174376316666666,54.45102033869136,0.0811780705458174
